#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      317.1   199.7   160.7   208.2   222.3   296.7   337.8   362.6   380.4   401.0   427.6   465.3   546.9  1226.1 10863.1  30329.9    30345  1715180653275  1715180663389
read      329.7   214.2   160.7   209.2   224.3   309.7   354.2   379.6   397.6   419.0   444.9   484.9   579.2  1859.7 10779.5  30432.3    30350  1715180664895  1715180675005
read      331.8   260.1   160.7   209.1   224.6   309.2   353.9   379.3   397.5   419.0   445.1   485.9   584.4  2748.8 12447.7  30338.8    30355  1715180676511  1715180686624
read      314.2   194.4   160.7   205.7   219.5   293.3   334.7   360.0   378.3   400.0   426.5   463.8   545.1  1305.7  8430.0  30319.6    30360  1715180688130  1715180698244
read      314.4   173.6   148.8   207.7   221.4   293.6   334.7   359.8   377.8   399.5   426.7   465.3   548.5  1092.8  7878.6  30372.9    30365  1715180699750  1715180709861
read      322.0   198.7   160.7   210.2   224.1   301.8   344.0   369.3   387.6   407.9   433.6   470.9   561.3  1163.8  8618.3  30226.8    30370  1715180711367  1715180721480
read      320.1   245.7   160.7   207.9   221.6   295.4   337.9   363.9   382.9   404.0   431.4   470.2   564.2  2242.2 10637.2  30379.4    30375  1715180722986  1715180733096
read      319.5   213.5   160.7   210.4   223.3   295.4   338.4   365.2   384.3   404.9   432.4   470.8   560.4  1842.6 11223.0  30323.8    30380  1715180734604  1715180744714
read      320.6   191.2   160.7   208.5   222.0   299.3   343.1   368.8   387.4   407.8   434.8   474.0   563.9  1389.2  8470.3  30354.3    30385  1715180746222  1715180756335
read      318.8   203.8   160.7   208.9   222.6   295.9   338.5   364.8   383.9   405.2   433.7   474.0   567.7  1280.9  8882.6  30344.0    30390  1715180757843  1715180767957
read      317.2   202.6   148.8   209.2   223.0   295.6   336.6   361.8   380.1   401.0   428.2   466.6   549.7  1321.7  8439.2  30391.3    30395  1715180769464  1715180779575
read      322.5   215.1   160.7   209.1   223.3   300.1   342.0   367.4   385.9   406.5   433.3   472.7   575.1  2091.2 10408.4  30431.6    30400  1715180781081  1715180791192
read      318.5   206.8   160.7   207.8   220.8   293.7   337.8   365.0   384.7   406.6   435.2   477.6   571.6  1736.8  8646.2  30312.7    30405  1715180792699  1715180802811
read      312.2   196.8   160.7   207.5   220.5   288.5   329.1   355.0   373.9   396.7   424.8   465.4   550.2  1572.1  8688.2  30509.6    30410  1715180804317  1715180814436
read      326.0   205.4   148.8   210.5   225.2   304.7   347.1   372.6   391.5   413.0   440.2   483.4   584.3  1381.7  9812.7  30318.9    30415  1715180815943  1715180826061
read      315.8   180.7   160.7   209.8   223.2   294.3   334.9   360.0   378.1   399.8   427.1   465.4   546.9  1509.3  8217.5  30556.2    30420  1715180827568  1715180837679
read      319.8   229.1   160.7   208.8   222.3   296.2   339.4   365.2   383.7   404.0   430.8   468.9   567.0  1697.4 12005.7  30366.6    30425  1715180839184  1715180849296
read      318.0   210.3   148.8   209.6   222.7   294.5   335.8   361.2   379.5   401.2   429.2   468.9   568.3  2022.5  8759.4  30331.9    30430  1715180850805  1715180860913
read      329.1   230.8   160.7   210.7   224.8   308.5   352.3   376.7   394.5   415.2   441.0   481.5   578.3  2226.2 11134.6  30514.9    30435  1715180862420  1715180872536
read      322.7   212.6   160.7   210.6   224.5   301.4   343.0   368.3   386.9   407.6   434.5   474.3   568.2  1568.1 11350.5  30374.1    30440  1715180874044  1715180884167
read      319.3   167.9   148.8   205.2   220.1   300.0   344.1   369.6   388.2   408.8   434.6   474.0   563.4   994.0  8370.3  30515.3    30445  1715180885673  1715180895785
read      322.2   229.1   160.7   210.2   224.3   299.6   341.5   367.1   385.8   406.6   433.9   473.1   570.3  1734.4  9251.9  30374.3    30450  1715180897290  1715180907402
read      337.0   239.5   160.7   214.1   229.7   316.2   360.7   386.2   403.9   426.4   453.7   494.9   589.6  1557.8 12565.3  30494.9    30455  1715180908908  1715180919016
read      324.1   202.6   160.7   211.7   225.2   302.5   345.6   371.2   389.9   410.8   436.0   474.0   560.1  1678.0  8424.6  30355.6    30460  1715180920522  1715180930631
read      322.3   224.7   160.7   209.2   223.0   298.9   342.6   368.4   387.2   408.1   434.7   474.6   570.1  1705.4 10755.9  30547.3    30465  1715180932137  1715180942246
read      318.4   203.5   160.7   207.7   221.5   297.7   340.7   365.8   384.0   404.1   430.9   468.9   553.6  1119.9 10071.0  30479.2    30470  1715180943753  1715180953863
read      312.1   176.0   160.7   212.0   224.2   289.0   327.4   352.8   372.0   395.0   423.4   463.6   546.4  1372.6  8260.3  30326.1    30475  1715180955369  1715180965478
read      324.9   175.3   160.7   210.4   223.9   305.4   350.0   375.4   394.2   415.6   441.8   481.2   564.8  1389.6  8258.4  30521.7    30480  1715180966985  1715180977095
read      321.1   227.0   160.7   208.4   221.8   297.5   341.3   367.5   386.2   406.8   433.9   472.9   563.8  1777.4 10213.6  30466.3    30485  1715180978600  1715180988712
read      318.4   194.6   160.7   209.4   222.7   296.4   339.0   364.9   383.5   403.9   430.8   469.0   559.6  1363.3  9381.3  30478.8    30490  1715180990216  1715181000328
read      323.5   199.2   148.8   206.1   220.6   303.5   347.6   373.0   391.4   412.2   438.5   481.0   579.2  1466.9  8658.5  30453.8    30495  1715181001836  1715181011945
read      318.9   172.2   160.7   207.7   221.3   296.5   341.0   367.5   386.5   407.4   434.4   473.7   566.3  1379.2  7767.2  30489.4    30500  1715181013451  1715181023561
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.12%,32.00%,100.00%
